Event ID,Crossed MODULE ID,Detector Type
345,399,planar_left
346,17,cylinder
346,573,planar_left
347,73,cylinder
348,50,cylinder
349,34,cylinder
350,43,cylinder
351,32,cylinder
352,59,cylinder
353,67,cylinder
354,72,cylinder
355,26,cylinder
356,25,cylinder
356,208,planar_right
357,64,cylinder
358,579,planar_left
358,43,cylinder
359,67,cylinder
360,34,cylinder
361,40,cylinder
362,16,cylinder
363,66,cylinder
364,25,cylinder
365,59,cylinder
366,58,cylinder
367,67,cylinder
368,59,cylinder
369,33,cylinder
370,73,cylinder
371,58,cylinder
372,74,cylinder
372,158,planar_right
373,26,cylinder
374,56,cylinder
375,596,planar_left
375,27,cylinder
376,33,cylinder
377,43,cylinder
378,17,cylinder
379,73,cylinder
379,255,planar_right
380,34,cylinder
381,73,cylinder
381,334,planar_right
382,25,cylinder
383,19,cylinder
384,59,cylinder
385,304,planar_right
385,50,cylinder
386,24,cylinder
386,373,planar_left
387,59,cylinder
388,35,cylinder
389,26,cylinder
390,73,cylinder
390,319,planar_right
391,72,cylinder
391,333,planar_right
392,59,cylinder
393,26,cylinder
394,480,planar_left
394,18,cylinder
395,66,cylinder
396,16,cylinder
397,34,cylinder
398,65,cylinder
399,57,cylinder
400,50,cylinder
401,25,cylinder
402,26,cylinder
403,339,planar_right
403,43,cylinder
404,19,cylinder
404,361,planar_left
405,59,cylinder
406,41,cylinder
407,35,cylinder
408,75,cylinder
408,126,planar_right
408,321,planar_right
409,73,cylinder
410,56,cylinder
411,58,cylinder
412,59,cylinder
413,49,cylinder
414,49,cylinder
415,58,cylinder
416,65,cylinder
417,74,cylinder
418,57,cylinder
419,50,cylinder
420,32,cylinder
421,307,planar_right
421,35,cylinder
422,33,cylinder
423,75,cylinder
424,48,cylinder
425,74,cylinder
425,158,planar_right
426,56,cylinder
427,42,cylinder
428,16,cylinder
428,605,planar_left
429,42,cylinder
430,371,planar_left
430,24,cylinder
431,58,cylinder
432,66,cylinder
433,432,planar_left
433,25,cylinder
434,35,cylinder
435,74,cylinder
436,35,cylinder
437,43,cylinder
438,16,cylinder
438,602,planar_left
439,75,cylinder
439,108,planar_right
440,72,cylinder
441,16,cylinder
441,606,planar_left
442,74,cylinder
442,142,planar_right
443,25,cylinder
444,18,cylinder
445,18,cylinder
445,479,planar_left
446,34,cylinder
447,51,cylinder
447,338,planar_right
448,65,cylinder
449,34,cylinder
450,16,cylinder
451,17,cylinder
451,527,planar_left
452,51,cylinder
453,75,cylinder
454,17,cylinder
454,495,planar_left
455,19,cylinder
455,362,planar_left
456,64,cylinder
457,24,cylinder
458,57,cylinder
459,49,cylinder
460,116,planar_right
460,16,cylinder
461,59,cylinder
462,579,planar_left
462,75,cylinder
462,124,planar_right
463,74,cylinder
464,43,cylinder
465,42,cylinder
466,66,cylinder
467,16,cylinder
467,605,planar_left
468,51,cylinder
469,67,cylinder
470,73,cylinder
470,302,planar_right
470,145,planar_right
471,32,cylinder
472,59,cylinder
473,48,cylinder
474,73,cylinder
474,302,planar_right
475,64,cylinder
476,74,cylinder
477,56,cylinder
478,41,cylinder
479,48,cylinder
480,35,cylinder
481,73,cylinder
482,59,cylinder
483,58,cylinder
484,34,cylinder
485,35,cylinder
486,48,cylinder
487,56,cylinder
488,74,cylinder
489,25,cylinder
490,64,cylinder
491,51,cylinder
492,74,cylinder
493,65,cylinder
494,58,cylinder
495,25,cylinder
495,145,planar_right
496,27,cylinder
497,18,cylinder
498,42,cylinder
499,34,cylinder
500,73,cylinder
500,287,planar_right
501,72,cylinder
502,42,cylinder
503,113,planar_right
503,17,cylinder
503,574,planar_left
504,40,cylinder
505,74,cylinder
506,26,cylinder
507,75,cylinder
507,106,planar_right
508,358,planar_left
508,16,cylinder
508,601,planar_left
509,26,cylinder
510,19,cylinder
510,361,planar_left
511,73,cylinder
511,303,planar_right
511,417,planar_left
512,128,planar_right
512,73,cylinder
512,301,planar_right
513,64,cylinder
514,17,cylinder
514,542,planar_left
515,19,cylinder
516,18,cylinder
517,19,cylinder
518,41,cylinder
519,56,cylinder
520,33,cylinder
521,48,cylinder
522,16,cylinder
522,588,planar_left
522,115,planar_right
523,371,planar_left
523,24,cylinder
524,43,cylinder
525,66,cylinder
526,56,cylinder
527,16,cylinder
527,590,planar_left
528,17,cylinder
528,416,planar_left
529,25,cylinder
530,27,cylinder
531,43,cylinder
532,358,planar_left
532,16,cylinder
533,305,planar_right
533,26,cylinder
534,48,cylinder
534,114,planar_right
535,16,cylinder
536,73,cylinder
537,25,cylinder
538,578,planar_left
538,27,cylinder
539,66,cylinder
539,496,planar_left
540,75,cylinder
541,18,cylinder
542,19,cylinder
543,32,cylinder
544,66,cylinder
545,32,cylinder
546,544,planar_left
546,66,cylinder
547,19,cylinder
547,362,planar_left
548,18,cylinder
548,463,planar_left
549,579,planar_left
549,27,cylinder
550,51,cylinder
551,73,cylinder
551,302,planar_right
552,33,cylinder
553,56,cylinder
554,74,cylinder
555,25,cylinder
556,64,cylinder
557,74,cylinder
557,529,planar_left
558,43,cylinder
559,35,cylinder
560,40,cylinder
561,102,planar_right
561,64,cylinder
562,224,planar_right
562,58,cylinder
563,16,cylinder
563,601,planar_left
564,56,cylinder
565,323,planar_right
565,67,cylinder
566,42,cylinder
567,25,cylinder
568,339,planar_right
568,35,cylinder
569,41,cylinder
570,34,cylinder
571,59,cylinder
572,101,planar_right
572,40,cylinder
573,66,cylinder
574,24,cylinder
575,43,cylinder
576,41,cylinder
577,16,cylinder
578,42,cylinder
579,18,cylinder
579,397,planar_left
579,592,planar_left
580,67,cylinder
580,307,planar_right
581,34,cylinder
582,42,cylinder
583,49,cylinder
584,57,cylinder
585,56,cylinder
586,57,cylinder
587,48,cylinder
588,51,cylinder
589,75,cylinder
590,75,cylinder
591,43,cylinder
592,386,planar_left
592,64,cylinder
593,74,cylinder
593,207,planar_right
594,66,cylinder
595,67,cylinder
596,480,planar_left
596,66,cylinder
597,34,cylinder
598,306,planar_right
598,50,cylinder
599,160,planar_right
599,33,cylinder
600,66,cylinder
601,56,cylinder
602,59,cylinder
603,73,cylinder
603,318,planar_right
604,66,cylinder
605,72,cylinder
605,331,planar_right
606,32,cylinder
607,17,cylinder
607,557,planar_left
608,67,cylinder
609,19,cylinder
610,32,cylinder
611,59,cylinder
612,101,planar_right
612,24,cylinder
613,128,planar_right
613,73,cylinder
613,318,planar_right
614,40,cylinder
615,75,cylinder
616,27,cylinder
617,19,cylinder
617,362,planar_left
618,32,cylinder
618,356,planar_left
619,67,cylinder
620,43,cylinder
621,49,cylinder
622,50,cylinder
623,65,cylinder
624,72,cylinder
624,333,planar_right
625,48,cylinder
626,75,cylinder
626,124,planar_right
627,64,cylinder
628,64,cylinder
628,358,planar_left
629,160,planar_right
629,25,cylinder
630,40,cylinder
631,50,cylinder
632,337,planar_right
632,35,cylinder
633,32,cylinder
634,74,cylinder
634,111,planar_right
635,40,cylinder
635,130,planar_right
636,562,planar_left
636,50,cylinder
637,25,cylinder
638,25,cylinder
639,17,cylinder
640,66,cylinder
641,75,cylinder
641,126,planar_right
642,18,cylinder
642,397,planar_left
642,305,planar_right
643,48,cylinder
644,32,cylinder
645,65,cylinder
646,73,cylinder
646,318,planar_right
647,34,cylinder
648,103,planar_right
648,64,cylinder
649,56,cylinder
650,272,planar_right
650,42,cylinder
651,49,cylinder
652,64,cylinder
653,58,cylinder
654,16,cylinder
655,17,cylinder
655,573,planar_left
656,43,cylinder
657,33,cylinder
658,41,cylinder
659,32,cylinder
660,74,cylinder
660,175,planar_right
661,58,cylinder
662,41,cylinder
663,49,cylinder
663,192,planar_right
664,64,cylinder
665,25,cylinder
666,42,cylinder
667,18,cylinder
668,74,cylinder
669,17,cylinder
670,18,cylinder
671,56,cylinder
672,19,cylinder
672,363,planar_left
673,32,cylinder
674,356,planar_left
674,72,cylinder
674,348,planar_right
675,75,cylinder
676,35,cylinder
677,72,cylinder
677,355,planar_left
678,64,cylinder
679,18,cylinder
680,67,cylinder
681,75,cylinder
682,273,planar_right
682,18,cylinder
682,415,planar_left
683,17,cylinder
683,511,planar_left
684,41,cylinder
685,16,cylinder
685,602,planar_left
686,74,cylinder
687,24,cylinder
688,42,cylinder
689,75,cylinder
689,125,planar_right
690,24,cylinder
691,32,cylinder
692,27,cylinder
693,32,cylinder
694,34,cylinder
695,50,cylinder
696,40,cylinder
697,42,cylinder
698,27,cylinder
699,65,cylinder
699,400,planar_left
700,66,cylinder
701,72,cylinder
702,34,cylinder
703,16,cylinder
703,600,planar_left
704,49,cylinder
705,35,cylinder
706,72,cylinder
706,333,planar_right
707,19,cylinder
707,362,planar_left
707,341,planar_right
708,73,cylinder
709,56,cylinder
710,64,cylinder
711,33,cylinder
712,72,cylinder
712,348,planar_right
713,19,cylinder
714,40,cylinder
715,17,cylinder
716,49,cylinder
717,17,cylinder
718,49,cylinder
719,74,cylinder
719,174,planar_right
720,66,cylinder
721,72,cylinder
721,345,planar_right
722,26,cylinder
723,64,cylinder
724,43,cylinder
725,32,cylinder
726,34,cylinder
727,74,cylinder
728,72,cylinder
729,26,cylinder
730,51,cylinder
731,59,cylinder
732,67,cylinder
733,19,cylinder
733,380,planar_left
734,598,planar_left
734,43,cylinder
735,32,cylinder
736,48,cylinder
737,19,cylinder
737,363,planar_left
739,16,cylinder
739,354,planar_left
740,50,cylinder
741,35,cylinder
741,324,planar_right
742,25,cylinder
743,17,cylinder
743,495,planar_left
744,145,planar_right
744,17,cylinder
745,57,cylinder
746,33,cylinder
747,67,cylinder
748,43,cylinder
749,58,cylinder
750,58,cylinder
751,41,cylinder
751,432,planar_left
752,35,cylinder
753,112,planar_right
753,65,cylinder
754,26,cylinder
755,42,cylinder
756,56,cylinder
757,58,cylinder
758,17,cylinder
759,56,cylinder
760,50,cylinder
761,66,cylinder
762,57,cylinder
763,18,cylinder
763,447,planar_left
764,64,cylinder
765,27,cylinder
766,40,cylinder
767,41,cylinder
768,51,cylinder
769,74,cylinder
770,43,cylinder
771,129,planar_right
771,17,cylinder
771,573,planar_left
772,34,cylinder
773,208,planar_right
773,41,cylinder
774,26,cylinder
775,42,cylinder
776,42,cylinder
777,49,cylinder
778,34,cylinder
779,59,cylinder
780,65,cylinder
781,50,cylinder
782,34,cylinder
783,27,cylinder
784,64,cylinder
785,592,planar_left
785,59,cylinder
786,48,cylinder
787,27,cylinder
788,42,cylinder
789,58,cylinder
790,32,cylinder
791,49,cylinder
792,66,cylinder
793,17,cylinder
793,574,planar_left
794,50,cylinder
795,48,cylinder
796,74,cylinder
796,191,planar_right
797,73,cylinder
798,115,planar_right
798,72,cylinder
798,349,planar_right
799,72,cylinder
800,59,cylinder
801,75,cylinder
801,123,planar_right
802,50,cylinder
803,24,cylinder
804,75,cylinder
805,18,cylinder
806,16,cylinder
807,18,cylinder
808,43,cylinder
808,578,planar_left
809,26,cylinder
810,35,cylinder
811,32,cylinder
812,43,cylinder
812,16,cylinder
813,72,cylinder
814,18,cylinder
815,34,cylinder
817,16,cylinder
817,589,planar_left
817,131,planar_right
818,73,cylinder
818,287,planar_right
819,73,cylinder
819,302,planar_right
819,129,planar_right
820,58,cylinder
821,40,cylinder
822,19,cylinder
823,43,cylinder
824,18,cylinder
824,415,planar_left
825,16,cylinder
826,58,cylinder
827,50,cylinder
828,35,cylinder
829,35,cylinder
830,75,cylinder
831,33,cylinder
832,49,cylinder
833,42,cylinder
834,72,cylinder
834,348,planar_right
835,464,planar_left
835,33,cylinder
836,72,cylinder
836,349,planar_right
837,75,cylinder
837,141,planar_right
838,32,cylinder
839,16,cylinder
839,588,planar_left
840,32,cylinder
841,72,cylinder
841,317,planar_right
842,42,cylinder
843,43,cylinder
844,75,cylinder
844,339,planar_right
845,74,cylinder
845,142,planar_right
845,289,planar_right
846,59,cylinder
847,16,cylinder
847,601,planar_left
848,41,cylinder
849,35,cylinder
850,24,cylinder
851,75,cylinder
851,107,planar_right
852,75,cylinder
853,16,cylinder
854,160,planar_right
854,57,cylinder
855,35,cylinder
856,16,cylinder
856,606,planar_left
857,176,planar_right
857,17,cylinder
858,34,cylinder
859,49,cylinder
860,112,planar_right
860,49,cylinder
861,192,planar_right
861,33,cylinder
862,64,cylinder
863,34,cylinder
864,74,cylinder
865,66,cylinder
866,40,cylinder
867,17,cylinder
867,144,planar_right
868,40,cylinder
869,40,cylinder
870,59,cylinder
871,18,cylinder
871,479,planar_left
872,26,cylinder
873,25,cylinder
874,34,cylinder
875,598,planar_left
875,43,cylinder
876,65,cylinder
877,72,cylinder
878,43,cylinder
879,59,cylinder
880,19,cylinder
881,59,cylinder
882,59,cylinder
883,42,cylinder
884,26,cylinder
885,73,cylinder
885,287,planar_right
886,41,cylinder
887,42,cylinder
888,75,cylinder
888,108,planar_right
889,115,planar_right
889,32,cylinder
890,24,cylinder
891,73,cylinder
892,34,cylinder
893,18,cylinder
893,415,planar_left
894,27,cylinder
895,43,cylinder
896,59,cylinder
897,58,cylinder
898,51,cylinder
899,33,cylinder
900,59,cylinder
901,40,cylinder
902,34,cylinder
903,32,cylinder
904,18,cylinder
905,41,cylinder
906,19,cylinder
907,18,cylinder
908,17,cylinder
908,559,planar_left
909,75,cylinder
909,322,planar_right
910,57,cylinder
911,42,cylinder
912,67,cylinder
913,26,cylinder
914,65,cylinder
915,67,cylinder
916,75,cylinder
916,107,planar_right
917,19,cylinder
917,381,planar_left
918,115,planar_right
918,48,cylinder
919,24,cylinder
920,17,cylinder
921,49,cylinder
922,42,cylinder
923,74,cylinder
924,51,cylinder
925,26,cylinder
926,34,cylinder
927,74,cylinder
928,34,cylinder
929,18,cylinder
929,415,planar_left
929,289,planar_right
930,72,cylinder
931,43,cylinder
932,72,cylinder
933,323,planar_right
933,67,cylinder
934,40,cylinder
935,48,cylinder
936,49,cylinder
937,40,cylinder
938,57,cylinder
939,50,cylinder
940,57,cylinder
941,49,cylinder
942,56,cylinder
943,75,cylinder
944,50,cylinder
945,43,cylinder
946,25,cylinder
947,42,cylinder
948,34,cylinder
949,74,cylinder
949,174,planar_right
950,18,cylinder
951,32,cylinder
952,341,planar_right
952,59,cylinder
953,64,cylinder
954,40,cylinder
955,56,cylinder
956,57,cylinder
957,25,cylinder
958,64,cylinder
959,66,cylinder
960,72,cylinder
960,334,planar_right
961,353,planar_left
961,72,cylinder
961,333,planar_right
962,18,cylinder
963,40,cylinder
964,26,cylinder
965,42,cylinder
966,117,planar_right
966,16,cylinder
967,34,cylinder
968,48,cylinder
968,114,planar_right
969,34,cylinder
970,17,cylinder
970,574,planar_left
971,27,cylinder
971,323,planar_right
972,48,cylinder
973,16,cylinder
973,606,planar_left
973,98,planar_right
974,73,cylinder
974,271,planar_right
975,50,cylinder
976,58,cylinder
977,73,cylinder
977,317,planar_right
978,49,cylinder
979,73,cylinder
980,64,cylinder
981,19,cylinder
982,25,cylinder
983,67,cylinder
984,64,cylinder
985,64,cylinder
986,25,cylinder
987,50,cylinder
988,74,cylinder
988,191,planar_right
989,27,cylinder
990,24,cylinder
991,56,cylinder
992,354,planar_left
992,24,cylinder
993,56,cylinder
994,56,cylinder
995,25,cylinder
995,432,planar_left
996,58,cylinder
997,130,planar_right
997,25,cylinder
998,18,cylinder
999,56,cylinder
1000,25,cylinder
1001,27,cylinder
1002,34,cylinder
1003,74,cylinder
1004,24,cylinder
1005,50,cylinder
1006,25,cylinder
1007,41,cylinder
1007,432,planar_left
1008,19,cylinder
1008,363,planar_left
1009,41,cylinder
1010,17,cylinder
1010,495,planar_left
1010,208,planar_right
1011,32,cylinder
1012,24,cylinder
1013,73,cylinder
1013,335,planar_right
1014,58,cylinder
1015,67,cylinder
1016,57,cylinder
1017,66,cylinder
1018,27,cylinder
1018,338,planar_right
1019,42,cylinder
1020,50,cylinder
1021,43,cylinder
1022,59,cylinder
1023,48,cylinder
1024,49,cylinder
1025,27,cylinder
1026,25,cylinder
1027,25,cylinder
1028,58,cylinder
1029,160,planar_right
1029,33,cylinder
1030,19,cylinder
1031,73,cylinder
1032,75,cylinder
1032,107,planar_right
1033,58,cylinder
1034,18,cylinder
1035,75,cylinder
1035,105,planar_right
1036,35,cylinder
1036,337,planar_right
1037,41,cylinder
1038,72,cylinder
1039,73,cylinder
1040,26,cylinder
1040,256,planar_right
1041,40,cylinder
1042,73,cylinder
1042,302,planar_right
1043,17,cylinder
1043,558,planar_left
1044,42,cylinder
1045,34,cylinder
1046,56,cylinder
1047,72,cylinder
1047,359,planar_left
1048,26,cylinder
1049,72,cylinder
1050,27,cylinder
1051,48,cylinder
1052,65,cylinder
1053,75,cylinder
1053,104,planar_right
1054,40,cylinder
1055,43,cylinder
1056,59,cylinder
1057,26,cylinder
1058,16,cylinder
1059,24,cylinder
1060,73,cylinder
1060,317,planar_right
1061,32,cylinder
1062,50,cylinder
1063,401,planar_left
1063,65,cylinder
1064,43,cylinder
1065,32,cylinder
1066,67,cylinder
1066,579,planar_left
1067,67,cylinder
1068,40,cylinder
1069,58,cylinder
1070,67,cylinder
1071,56,cylinder
1072,24,cylinder
1073,73,cylinder
1073,335,planar_right
1074,56,cylinder
1075,51,cylinder
1076,33,cylinder
1077,74,cylinder
1077,191,planar_right
1078,65,cylinder
1079,34,cylinder
1080,19,cylinder
1080,381,planar_left
1081,49,cylinder
1082,35,cylinder
1083,49,cylinder
1084,58,cylinder
1085,17,cylinder
1085,558,planar_left
1086,371,planar_left
1086,40,cylinder
1087,59,cylinder
1087,577,planar_left
1088,66,cylinder
1089,25,cylinder
1090,35,cylinder
1091,32,cylinder
1092,576,planar_left
1092,34,cylinder
1093,32,cylinder
1094,49,cylinder
1095,17,cylinder
1096,480,planar_left
1096,26,cylinder
1097,19,cylinder
1097,397,planar_left
1098,33,cylinder
1099,73,cylinder
1100,58,cylinder
1101,43,cylinder
1102,75,cylinder
1102,110,planar_right
1103,41,cylinder
1104,40,cylinder
1105,25,cylinder
1105,129,planar_right
1106,25,cylinder
1107,19,cylinder
1107,381,planar_left
1108,130,planar_right
1108,32,cylinder
1109,75,cylinder
1109,109,planar_right
1110,32,cylinder
1111,56,cylinder
1112,33,cylinder
1113,67,cylinder
1114,16,cylinder
1115,57,cylinder
1116,51,cylinder
1117,48,cylinder
1118,74,cylinder
1119,57,cylinder
1120,57,cylinder
1121,43,cylinder
1122,72,cylinder
1123,19,cylinder
1123,324,planar_right
1124,34,cylinder
1125,24,cylinder
1126,49,cylinder
1127,35,cylinder
1128,73,cylinder
1128,302,planar_right
1129,19,cylinder
1129,362,planar_left
1130,26,cylinder
1130,512,planar_left
1131,371,planar_left
1131,24,cylinder
1132,17,cylinder
1132,192,planar_right
1133,56,cylinder
1134,59,cylinder
1135,56,cylinder
1136,18,cylinder
1136,496,planar_left
1137,67,cylinder
1138,59,cylinder
1139,17,cylinder
1140,56,cylinder
1141,19,cylinder
1141,364,planar_left
1142,354,planar_left
1142,64,cylinder
1143,26,cylinder
1144,50,cylinder
1145,16,cylinder
1146,43,cylinder
1146,341,planar_right
1147,48,cylinder
1148,325,planar_right
1148,19,cylinder
1148,363,planar_left
1149,56,cylinder
1150,563,planar_left
1150,67,cylinder
1151,19,cylinder
1152,57,cylinder
1153,74,cylinder
1153,141,planar_right
1154,72,cylinder
1154,349,planar_right
1155,208,planar_right
1155,26,cylinder
1156,72,cylinder
1156,331,planar_right
1157,24,cylinder
1158,59,cylinder
1159,67,cylinder
1160,67,cylinder
1160,341,planar_right
1161,74,cylinder
1161,127,planar_right
1162,546,planar_left
1162,18,cylinder
1162,398,planar_left
1163,56,cylinder
1164,57,cylinder
1165,19,cylinder
1166,24,cylinder
1167,35,cylinder
1168,42,cylinder
1169,33,cylinder
1170,33,cylinder
1171,49,cylinder
1172,18,cylinder
1172,414,planar_left
1173,56,cylinder
1174,57,cylinder
1174,384,planar_left
1175,66,cylinder
1176,65,cylinder
1177,26,cylinder
1178,35,cylinder
1178,342,planar_right
1179,65,cylinder
1179,192,planar_right
1180,41,cylinder
1181,357,planar_left
1181,72,cylinder
1182,67,cylinder
1183,58,cylinder
1184,58,cylinder
1185,33,cylinder
1186,24,cylinder
1187,35,cylinder
